Tipo de produto florestal;Tipo de Floresta;Tipo de Uso;Tipo de produto extrativo (com código);Tipo de produto extrativo;Unidade de Medida PEVS;Unidade de Medida transformada;Ano_PEVS;Quantidade PEVS;Quantidade transformada;Valor (mil reais)
PFNM;Floresta Natural;Alimentícios;1.9 - Umbu (fruto) (Toneladas);Umbu (fruto);Toneladas;Toneladas;2012;7980;7980;7640
PFNM;Floresta Natural;Alimentícios;1.9 - Umbu (fruto) (Toneladas);Umbu (fruto);Toneladas;Toneladas;2013;7561;7561;8078
PFNM;Floresta Natural;Alimentícios;1.9 - Umbu (fruto) (Toneladas);Umbu (fruto);Toneladas;Toneladas;2014;7466;7466;8685
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;1994;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;1995;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;1996;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;1997;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;1998;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;1999;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2000;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2001;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2002;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2003;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2004;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2005;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2006;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2007;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2008;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2009;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2010;0;0;0
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2011;364;364;240
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2012;2842;2842;9686
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2013;10120;10120;12254
PFNM;Floresta Natural;Alimentícios;1.10 - Outros (Toneladas);Outros alimentícios;Toneladas;Toneladas;2014;2280;2280;3592
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;1994;2;2;1
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;1995;2;2;1
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;1996;2;2;2
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;1997;2;2;2
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;1998;1;1;1
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;1999;2;2;2
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2000;2;2;2
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2001;1;1;2
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2002;1;1;1
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2003;0;0;1
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2004;0;0;0
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2005;0;0;0
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2006;0;0;0
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2007;0;0;0
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2008;0;0;0
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2009;0;0;0
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2010;6;6;385
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2011;2;2;154
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2012;3;3;238
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2013;3;3;343
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.1 - Ipecacuanha ou poaia (raiz) (Toneladas);Ipecacuanha ou poaia (raiz);Toneladas;Toneladas;2014;1;1;84
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;1994;2280;2280;1222
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;1995;2155;2155;1288
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;1996;723;723;372
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;1997;1415;1415;1125
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;1998;1313;1313;1214
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;1999;1613;1613;1877
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2000;1235;1235;1523
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2001;1146;1146;1319
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2002;1088;1088;1493
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2003;800;800;1175
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2004;243;243;434
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2005;222;222;470
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2006;224;224;562
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2007;229;229;658
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2008;360;360;1513
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2009;217;217;636
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2010;266;266;1124
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2011;299;299;1072
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2012;294;294;1121
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2013;291;291;1185
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.2 - Jaborandi (folha) (Toneladas);Jaborandi (folha);Toneladas;Toneladas;2014;252;252;1055
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;1994;288;288;283
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;1995;230;230;181
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;1996;41;41;54
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;1997;36;36;40
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;1998;78;78;63
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;1999;98;98;94
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2000;252;252;332
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2001;178;178;251
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2002;185;185;344
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2003;198;198;418
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2004;160;160;312
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2005;127;127;274
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2006;62;62;184
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2007;209;209;408
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2008;131;131;281
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2009;12;12;22
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2010;14;14;33
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2011;10;10;29
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2012;2;2;3
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2013;0;0;0
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.3 - Urucum (semente) (Toneladas);Urucum (semente);Toneladas;Toneladas;2014;0;0;0
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;1994;3100;3100;1160
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;1995;2247;2247;560
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;1996;2418;2418;523
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;1997;2032;2032;592
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;1998;2418;2418;1033
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;1999;1946;1946;928
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2000;2296;2296;982
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2001;5446;5446;3248
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2002;2141;2141;971
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2003;2051;2051;781
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2004;3415;3415;4683
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2005;1489;1489;2833
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2006;1419;1419;2889
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2007;1295;1295;1027
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2008;890;890;841
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2009;565;565;694
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2010;297;297;482
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2011;418;418;1027
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2012;252;252;317
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2013;164;164;235
PFNM;Floresta Natural;Aromáticos, medicinais, tóxicos e corantes;2.4 - Outros (Toneladas);Outros aromáticos, medicinais, tóxicos e corantes;Toneladas;Toneladas;2014;206;206;362
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;1994;4;4;2
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;1995;4;4;2
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;1996;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;1997;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;1998;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;1999;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2000;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2001;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2002;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2003;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2004;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2005;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2006;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2007;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2008;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2009;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2010;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2011;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2012;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2013;0;0;0
PFNM;Floresta Natural;Borrachas;3.1 - Caucho (Toneladas);Caucho;Toneladas;Toneladas;2014;0;0;0
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;1994;14810;14810;8381
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;1995;13627;13627;8994
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;1996;6686;6686;5576
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;1997;5912;5912;5995
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;1998;5449;5449;6192
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;1999;5131;5131;7095
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2000;5167;5167;7069
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2001;4368;4368;6819
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2002;3959;3959;5275
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2003;4084;4084;6024
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2004;4206;4206;6861
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2005;4557;4557;8368
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2006;3942;3942;7977
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2007;3888;3888;7574
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2008;3565;3565;7744
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2009;3341;3341;7318
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2010;3379;3379;7872
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2011;2856;2856;7773
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2012;2143;2143;6006
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2013;1760;1760;6328
PFNM;Floresta Natural;Borrachas;3.2 - Hevea (látex coagulado) (Toneladas);Hevea (látex coagulado);Toneladas;Toneladas;2014;1446;1446;5052
PFNM;Floresta Natural;Borrachas;3.3 - Hevea (látex líquido) (Toneladas);Hevea (látex líquido);Toneladas;Toneladas;1994;838;838;187
PFNM;Floresta Natural;Borrachas;3.3 - Hevea (látex líquido) (Toneladas);Hevea (látex líquido);Toneladas;Toneladas;1995;755;755;260
PFNM;Floresta Natural;Borrachas;3.3 - Hevea (látex líquido) (Toneladas);Hevea (látex líquido);Toneladas;Toneladas;1996;895;895;386
